;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
571190;2017-07-31;The Phone Company Smart phones 6-LINE SCREEN M21 Gold;Loja Contoso Austin ;12;86
571326;2017-07-31;SV 40GB USB2.0 Portable Hard Disk E400 Red;Loja Contoso Austin ;6;86
571505;2017-07-31;A. Datum Consumer Digital Camera E100 Orange;Loja Contoso Austin ;12;86
572499;2017-08-01;Proseware Laser Jet All in one X300 White;Loja Contoso Austin ;12;86
572553;2017-08-01;Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey;Loja Contoso Austin ;12;86
572582;2017-08-01;Contoso Projector 720p M621 White;Loja Contoso Austin ;12;86
573588;2017-08-01;"Fabrikam SLR Camera 35"" X358 Pink";Loja Contoso Austin ;12;86
573604;2017-08-01;Proseware Color Ink Jet Fax, Copier, Phone M250 Black;Loja Contoso Austin ;12;86
573702;2017-08-01;Proseware Photo Smart All-in-One Printer M380 Grey;Loja Contoso Austin ;12;86
574153;2017-08-01;"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue";Loja Contoso Austin ;12;86
574512;2017-08-02;Contoso SLR Camera X145 Pink;Loja Contoso Austin ;12;86
575015;2017-08-02;Contoso 8GB Clock & Radio MP3 Player X850 Green;Loja Contoso Austin ;12;86
575166;2017-08-02;WWI LCD17W E200 Black;Loja Contoso Austin ;6;86
576051;2017-08-02;Fabrikam Business Videographer 1/2'' 3mm M500 Black;Loja Contoso Austin ;12;86
576073;2017-08-02;SV DVD 15-Inch Player Portable L200 Silver;Loja Contoso Austin ;12;86
576105;2017-08-02;Contoso DVD 48 DVD Storage Binder M50 Black;Loja Contoso Austin ;12;86
576230;2017-08-02;Contoso Optical Wheel OEM PS/2 Mouse E60 Black;Loja Contoso Austin ;6;86
576246;2017-08-02;Contoso Travel Charger for S-Series Battery E302 Black;Loja Contoso Austin ;6;86
576375;2017-08-02;Cigarette Lighter Adapter for Contoso Phones E110 Red;Loja Contoso Austin ;120;86
576651;2017-08-02;Contoso Touch Stylus Pen E150 Silver;Loja Contoso Austin ;120;86
576833;2017-08-03;Proseware Mobile Receipt and Document Scanner M200 Black;Loja Contoso Austin ;12;86
577288;2017-08-03;"Adventure Works 19"" Portable LCD HDTV M110 White";Loja Contoso Austin ;12;86
577333;2017-08-03;Proseware Laser Jet All in one X300 Black;Loja Contoso Austin ;12;86
577941;2017-08-03;Contoso Carrying Case E312 Blue;Loja Contoso Austin ;6;86
578418;2017-08-03;Contoso 2-Line Speakerphone M109 Grey;Loja Contoso Austin ;12;86
578770;2017-08-03;WWI LCD17 E200 Black;Loja Contoso Austin ;6;86
578827;2017-08-03;Contoso Bluetooth Notebook Mouse E70 Silver;Loja Contoso Austin ;6;86
579820;2017-08-04;Contoso Projector 720p M620 Silver;Loja Contoso Austin ;12;86
579950;2017-08-04;Proseware Ink Jet Wireless All-In-One Printer M400 Black;Loja Contoso Austin ;12;86
580426;2017-08-04;Contoso Carrying Case E312 Silver;Loja Contoso Austin ;6;86
580713;2017-08-04;Adventure Works LCD17 E200 Black;Loja Contoso Austin ;6;86
580741;2017-08-04;The Phone Company PDA Wifi 3.7-inch M250 Black;Loja Contoso Austin ;12;86
580748;2017-08-04;The Phone Company PDA Wifi 4.7-inch L290 Black;Loja Contoso Austin ;12;86
580879;2017-08-04;Fabrikam SLR Camera M147 Silver;Loja Contoso Austin ;12;86
584278;2017-08-06;"Fabrikam SLR Camera 35"" M358 Black";Loja Contoso Austin ;6;86
584421;2017-08-06;A. Datum Consumer Digital Camera E100 Black;Loja Contoso Austin ;12;86
584453;2017-08-06;Contoso Mini Battery Charger Kit E320 White;Loja Contoso Austin ;6;86
585056;2017-08-06;"Fabrikam SLR Camera 35"" M358 Green";Loja Contoso Austin ;6;86
585065;2017-08-06;The Phone Company Smart phones without camera E100 Gold;Loja Contoso Austin ;6;86
585381;2017-08-06;Adventure Works CRT17 E105 White;Loja Contoso Austin ;6;86
585655;2017-08-06;Contoso Rechargeable Li-Ion Battery Pack E300 White;Loja Contoso Austin ;6;86
585718;2017-08-06;The Phone Company Smart phones 6-LINE SCREEN M21 Black;Loja Contoso Austin ;12;86
585839;2017-08-06;Contoso Centrex Phone System L10 White;Loja Contoso Austin ;12;86
585846;2017-08-06;Proseware All-In-One Photo Printer M200 White;Loja Contoso Austin ;12;86
597310;2017-08-11;The Phone Company Smart phones without camera E100 Grey;Loja Contoso Austin ;6;86
597320;2017-08-11;SV PCI Network Adapter E904 Silver;Loja Contoso Austin ;6;86
597323;2017-08-11;Contoso Education Supplies Bundle E200 White;Loja Contoso Austin ;6;86
597483;2017-08-11;Adventure Works Desktop PC1.80 ED182 Silver;Loja Contoso Austin ;36;86
597577;2017-08-11;Contoso Home Theater System 4.1 Channel M1420 Brown;Loja Contoso Austin ;12;86
598148;2017-08-11;Contoso Phone with 13-Number Memory (210) M301 White;Loja Contoso Austin ;12;86
598377;2017-08-11;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;12;86
598380;2017-08-11;Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White;Loja Contoso Austin ;12;86
598764;2017-08-11;"A. Datum SLR Camera 35"" M358 Black";Loja Contoso Austin ;12;86
598783;2017-08-11;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Loja Contoso Austin ;12;86
600053;2017-08-12;Adventure Works Laptop15 M1501 Blue;Loja Contoso Austin ;12;86
600055;2017-08-12;Proseware Projector 480p DLP12 Silver;Loja Contoso Austin ;12;86
600442;2017-08-12;Fabrikam Social Videographer 2/3'' 17mm E100 White;Loja Contoso Austin ;6;86
600645;2017-08-12;Proseware High-Performance Business-Class Laser Fax X200 Grey;Loja Contoso Austin ;12;86
600703;2017-08-12;Contoso Car power adapter M90 White;Loja Contoso Austin ;12;86
600794;2017-08-12;Contoso Expandable 4-Handset Cordless Phone System M206 Black;Loja Contoso Austin ;12;86
601628;2017-08-13;A. Datum Rangefinder Digital Camera X200 Orange;Loja Contoso Austin ;12;86
602176;2017-08-13;SV DVD 9-Inch Player Portable M300 White;Loja Contoso Austin ;12;86
602283;2017-08-13;SV Car Video AM/FM E1000 Black;Loja Contoso Austin ;6;86
602285;2017-08-13;SV DVD 38 DVD Storage Binder E25 Red;Loja Contoso Austin ;6;86
602447;2017-08-13;Contoso Touch Stylus Pen E150 Silver;Loja Contoso Austin ;120;86
603394;2017-08-13;SV Keyboard E90 Black;Loja Contoso Austin ;6;86
603420;2017-08-13;Contoso 4G MP3 Player E400 Silver;Loja Contoso Austin ;6;86
603475;2017-08-13;Contoso Touch Stylus Pen E150 Red;Loja Contoso Austin ;120;86
604039;2017-08-14;The Phone Company PDA Phone 3.7 inches M340 Silver;Loja Contoso Austin ;12;86
604133;2017-08-14;Contoso Digital Camera/Camcorder USB Cable E324 Black;Loja Contoso Austin ;6;86
604175;2017-08-14;SV Car Video TFT7 M7000 Brown;Loja Contoso Austin ;12;86
604644;2017-08-14;Contoso Ultraportable Neoprene Sleeve E30 Black;Loja Contoso Austin ;6;86
605421;2017-08-14;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;12;86
605712;2017-08-14;Contoso 2G MP3 Player E200 Silver;Loja Contoso Austin ;6;86
606048;2017-08-14;The Phone Company PDA GPS Phone 4.7 inch L950 Black;Loja Contoso Austin ;12;86
606626;2017-08-15;Proseware Laser Fax Printer E100 Black;Loja Contoso Austin ;6;86
606701;2017-08-15;Contoso Projector 480p M481 White;Loja Contoso Austin ;12;86
606969;2017-08-15;SV DVD 58 DVD Storage Binder M55 Black;Loja Contoso Austin ;12;86
607039;2017-08-15;SV DVD 14-Inch Player Portable L100 White;Loja Contoso Austin ;12;86
607168;2017-08-15;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;6;86
607433;2017-08-15;WWI 2GB Pulse Smart pen M100 Blue;Loja Contoso Austin ;12;86
607765;2017-08-15;Contoso 2G MP3 Player E200 Red;Loja Contoso Austin ;6;86
608100;2017-08-15;"Adventure Works 20"" LCD HDTV M120 Black";Loja Contoso Austin ;12;86
612376;2017-08-17;Contoso Power Inverter - DC to AC power inverter E900 Grey;Loja Contoso Austin ;6;86
612625;2017-08-17;WWI CRT17 E106 Black;Loja Contoso Austin ;6;86
612698;2017-08-17;Contoso Integrated Business Phone L08 White;Loja Contoso Austin ;12;86
613055;2017-08-17;SV DVD Movies E100 Yellow;Loja Contoso Austin ;12;86
614865;2017-08-18;WWI Laptop12 M0120 White;Loja Contoso Austin ;12;86
618754;2017-08-20;Contoso Projector 720p M620 Black;Loja Contoso Austin ;12;86
619540;2017-08-20;Contoso Home Theater System 2.1 Channel E1220 Black;Loja Contoso Austin ;6;86
619646;2017-08-20;Cigarette Lighter Adapter for Contoso Phones E110 White;Loja Contoso Austin ;120;86
619710;2017-08-20;WWI Projector 480p DLP12 White;Loja Contoso Austin ;12;86
619733;2017-08-20;Contoso Home Theater System 5.1 Channel M1500 Black;Loja Contoso Austin ;12;86
620438;2017-08-20;Contoso 4 Handset Cordless Phone System M86 Grey;Loja Contoso Austin ;12;86
620685;2017-08-20;WWI Stereo Bluetooth Headphones E1000 Green;Loja Contoso Austin ;6;86
620781;2017-08-20;Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey;Loja Contoso Austin ;24;86
620900;2017-08-20;"A. Datum SLR Camera 35"" X358 Blue";Loja Contoso Austin ;12;86
620951;2017-08-20;Adventure Works LCD17 E200 Black;Loja Contoso Austin ;6;86
621244;2017-08-21;SV DVD Movies E100 Yellow;Loja Contoso Austin ;6;86
621740;2017-08-21;Litware Home Theater System 5.1 Channel M515 Black;Loja Contoso Austin ;12;86
621776;2017-08-21;Proseware Color Ink jet Fax, Copier, Phone M250 White;Loja Contoso Austin ;12;86
621894;2017-08-21;Adventure Works LCD17W E203 White;Loja Contoso Austin ;6;86
621906;2017-08-21;SV PCI Network Adapter E905 Silver;Loja Contoso Austin ;6;86
622907;2017-08-21;A. Datum Super-zoom Digital Camera X300 Green;Loja Contoso Austin ;12;86
622942;2017-08-21;WWI 2GB Pulse Smart pen M100 Silver;Loja Contoso Austin ;12;86
623638;2017-08-22;The Phone Company Smart phones Unlocked M300 White;Loja Contoso Austin ;12;86
623858;2017-08-22;Contoso Projector 720p M621 Black;Loja Contoso Austin ;12;86
624221;2017-08-22;A. Datum Bridge Digital Camera M300 Orange;Loja Contoso Austin ;12;86
624233;2017-08-22;SV DVD 58 DVD Storage Binder M55 Red;Loja Contoso Austin ;12;86
624475;2017-08-22;SV 40GB USB2.0 Portable Hard Disk E400 Yellow;Loja Contoso Austin ;6;86
624655;2017-08-22;Proseware Photo Smart All-in-One Printer M380 White;Loja Contoso Austin ;12;86
625083;2017-08-22;SV Car Video TFT7 M7002 Black;Loja Contoso Austin ;12;86
625255;2017-08-22;Litware Home Theater System 5.1 Channel M516 Black;Loja Contoso Austin ;12;86
625395;2017-08-22;Contoso Expandable 4-Handset Cordless Phone System M206 White;Loja Contoso Austin ;12;86
625539;2017-08-22;"Fabrikam SLR Camera 35"" M358 Green";Loja Contoso Austin ;6;86
626102;2017-08-23;Proseware Projector 720p DLP56 White;Loja Contoso Austin ;12;86
626632;2017-08-23;Contoso DVD 58 DVD Storage Binder M55 Black;Loja Contoso Austin ;12;86
626722;2017-08-23;Contoso Home Theater System 5.1 Channel M1500 Black;Loja Contoso Austin ;12;86
627089;2017-08-23;Contoso Projector 480p M481 Silver;Loja Contoso Austin ;12;86
627677;2017-08-23;Contoso Enhanced Capacity Battery M800 Black;Loja Contoso Austin ;12;86
627766;2017-08-23;Contoso Phone with 13-Number Memory (210) M301 Grey;Loja Contoso Austin ;12;86
627962;2017-08-23;Proseware LCD17W E202 White;Loja Contoso Austin ;6;86
628232;2017-08-23;SV DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;12;86
633526;2017-08-26;Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White;Loja Contoso Austin ;12;86
633787;2017-08-26;Contoso Home Theater System 7.1 Channel M1700 Silver;Loja Contoso Austin ;12;86
633792;2017-08-26;A. Datum Consumer Digital Camera M300 Pink;Loja Contoso Austin ;12;86
633892;2017-08-26;Proseware Slim-Design Fax Machine with Answering System X180 White;Loja Contoso Austin ;12;86
634560;2017-08-26;Fabrikam Social Videographer 2/3'' 17mm E100 Black;Loja Contoso Austin ;6;86
634830;2017-08-26;SV 80GB USB2.0 Portable Hard Disk E500 Blue;Loja Contoso Austin ;6;86
635115;2017-08-26;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;Loja Contoso Austin ;12;86
635590;2017-08-26;The Phone Company Smart phones 6-LINE SCREEN M21 Black;Loja Contoso Austin ;12;86
636166;2017-08-27;Fabrikam Social Videographer 2/3'' 17mm E100 Grey;Loja Contoso Austin ;6;86
636393;2017-08-27;Contoso USB Cable M250 White;Loja Contoso Austin ;12;86
636895;2017-08-27;Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black;Loja Contoso Austin ;24;86
637612;2017-08-27;Proseware Photo Ink Jet Printer M100 White;Loja Contoso Austin ;12;86
637661;2017-08-27;WWI Projector 720p LCD56 Black;Loja Contoso Austin ;12;86
637896;2017-08-27;SV 8xDVD E140 Black;Loja Contoso Austin ;6;86
638483;2017-08-28;A. Datum Slim Digital Camera M180 Pink;Loja Contoso Austin ;6;86
638490;2017-08-28;SV 8xDVD E130 Black;Loja Contoso Austin ;6;86
638524;2017-08-28;Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black;Loja Contoso Austin ;12;86
639396;2017-08-28;A. Datum Super-zoom Digital Camera X300 Azure;Loja Contoso Austin ;12;86
639975;2017-08-28;"Fabrikam SLR Camera 35"" X358 Pink";Loja Contoso Austin ;12;86
640269;2017-08-28;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;6;86
640286;2017-08-28;WWI 1GB Pulse Smart pen E50 Silver;Loja Contoso Austin ;6;86
640372;2017-08-28;"Adventure Works 20"" CRT TV E15 Black";Loja Contoso Austin ;6;86
640540;2017-08-28;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;12;86
640548;2017-08-28;Contoso DVD 9-Inch Player Portable M300 Black;Loja Contoso Austin ;12;86
641182;2017-08-29;SV Car Video TFT7 M7000 Black;Loja Contoso Austin ;12;86
641438;2017-08-29;Proseware Projector 1080p LCD86 Silver;Loja Contoso Austin ;12;86
641675;2017-08-29;SV Car Video TFT6.2W E6282 Silver;Loja Contoso Austin ;6;86
641929;2017-08-29;Adventure Works LCD19 E108 White;Loja Contoso Austin ;6;86
642195;2017-08-29;WWI Desktop PC1.80 E1800 Black;Loja Contoso Austin ;18;86
642732;2017-08-29;Contoso Education Supplies Bundle E200 Black;Loja Contoso Austin ;6;86
643012;2017-08-29;Proseware Photo Ink jet Printer E290 White;Loja Contoso Austin ;6;86
648680;2017-09-01;Proseware High Speed Laser M2000 White;Loja Contoso Austin ;12;86
648855;2017-09-01;Contoso Home/Office Laptop Power Adapter E300 White;Loja Contoso Austin ;6;86
649121;2017-09-01;Contoso Home Theater System 5.1 Channel M1500 Black;Loja Contoso Austin ;12;86
649123;2017-09-01;Proseware Projector 1080p DLP86 White;Loja Contoso Austin ;12;86
649159;2017-09-01;Proseware Ink Jet All in one M300 Black;Loja Contoso Austin ;12;86
649758;2017-09-01;A. Datum Full Frame Digital Camera X300 Pink;Loja Contoso Austin ;12;86
649857;2017-09-01;Litware Home Theater System 5.1 Channel M511 Brown;Loja Contoso Austin ;12;86
649876;2017-09-01;Proseware Scan Jet Digital Flat Bed Scanner M300 White;Loja Contoso Austin ;12;86
649996;2017-09-01;Proseware Photo Ink Jet Printer E290 Grey;Loja Contoso Austin ;6;86
651029;2017-09-02;The Phone Company Sharp Touch Screen Phones M910 Grey;Loja Contoso Austin ;12;86
651115;2017-09-02;The Phone Company PDA Phone 3.5 inches M320 White;Loja Contoso Austin ;12;86
651123;2017-09-02;The Phone Company Touch Screen Phones SAW/On-wall M806 Grey;Loja Contoso Austin ;12;86
651396;2017-09-02;A. Datum Compact Digital Camera M200 Orange;Loja Contoso Austin ;6;86
651558;2017-09-02;Contoso Home Theater System 2.1 Channel M1210 Black;Loja Contoso Austin ;24;86
651584;2017-09-02;Contoso Projector 480p M481 Silver;Loja Contoso Austin ;12;86
652284;2017-09-02;Contoso Electronic Private Automatic Branch Exchange M90 White;Loja Contoso Austin ;12;86
652317;2017-09-02;Fabrikam Trendsetter 1'' 25mm X400 Black;Loja Contoso Austin ;12;86
652361;2017-09-02;"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange";Loja Contoso Austin ;12;86
653041;2017-09-03;The Phone Company PDA GPS Phone 3.5 inch M910 Silver;Loja Contoso Austin ;12;86
653070;2017-09-03;"A. Datum SLR Camera 35"" M358 Silver";Loja Contoso Austin ;12;86
653338;2017-09-03;"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue";Loja Contoso Austin ;12;86
653754;2017-09-03;Proseware Screen 85in E1010 White;Loja Contoso Austin ;6;86
653789;2017-09-03;Contoso General Carrying Case E304 Black;Loja Contoso Austin ;6;86
654861;2017-09-03;Proseware Ink Jet Fax Machine E100 White;Loja Contoso Austin ;6;86
654933;2017-09-03;Contoso Optical Wheel OEM PS/2 Mouse E60 Grey;Loja Contoso Austin ;6;86
655574;2017-09-04;The Phone Company PDA GPS Phone 3.7 inch M930 Silver;Loja Contoso Austin ;12;86
655999;2017-09-04;A. Datum SLR Camera X138 Silver Grey;Loja Contoso Austin ;12;86
656091;2017-09-04;Contoso Expandable 3-Handset Cordless Phone System M204 Grey;Loja Contoso Austin ;12;86
656165;2017-09-04;Contoso Home Theater System 4.1 Channel M1410 White;Loja Contoso Austin ;12;86
656310;2017-09-04;Fabrikam Social videographer 1'' 25mm E400 Black;Loja Contoso Austin ;6;86
656366;2017-09-04;Proseware Laser Jet Printer E100 Grey;Loja Contoso Austin ;6;86
656554;2017-09-04;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;12;86
656679;2017-09-04;Fabrikam Social Videographer 2/3'' 17mm E100 Black;Loja Contoso Austin ;6;86
657119;2017-09-04;The Phone Company PDA Wifi 3.7-inch M250 Black;Loja Contoso Austin ;12;86
661125;2017-09-06;Contoso USB Cable M250 Blue;Loja Contoso Austin ;12;86
661138;2017-09-06;Contoso Home Theater System 4.1 Channel M1410 Silver;Loja Contoso Austin ;12;86
661295;2017-09-06;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White;Loja Contoso Austin ;6;86
661334;2017-09-06;"Fabrikam Social Videographer 2/3"" 17mm E100 Blue";Loja Contoso Austin ;6;86
662639;2017-09-06;Proseware Wireless Photo All-in-One Printer M390 Black;Loja Contoso Austin ;12;86
662715;2017-09-06;A. Datum Compact Digital Camera M200 Orange;Loja Contoso Austin ;6;86
665596;2017-09-08;Contoso Bright Light battery E20 White;Loja Contoso Austin ;6;86
665602;2017-09-08;Proseware Laser Fax Printer E100 Grey;Loja Contoso Austin ;6;86
665958;2017-09-08;Contoso Hybrid system M60 White;Loja Contoso Austin ;12;86
666041;2017-09-08;Fabrikam Trendsetter 1/2'' 3mm X300 Black;Loja Contoso Austin ;12;86
666093;2017-09-08;Contoso DVD 14-Inch Player Portable L100 White;Loja Contoso Austin ;12;86
666235;2017-09-08;SV DVD 38 DVD Storage Binder E25 Red;Loja Contoso Austin ;6;86
667559;2017-09-08;Contoso 8GB Clock & Radio MP3 Player X850 Green;Loja Contoso Austin ;24;86
667730;2017-09-08;A. Datum Compact Digital Camera M200 Green;Loja Contoso Austin ;6;86
667766;2017-09-08;Contoso 4GB Flash MP3 Player E401 Blue;Loja Contoso Austin ;6;86
668232;2017-09-09;Contoso Projector 480p M480 Black;Loja Contoso Austin ;12;86
668246;2017-09-09;"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey";Loja Contoso Austin ;12;86
668532;2017-09-09;SV 16xDVD M330 Black;Loja Contoso Austin ;12;86
669325;2017-09-09;"A. Datum SLR Camera 35"" M358 Silver Grey";Loja Contoso Austin ;12;86
669334;2017-09-09;The Phone Company Touch Screen Phones SAW/On-wall M806 Grey;Loja Contoso Austin ;12;86
669466;2017-09-09;Contoso DVD 15-Inch Player Portable L200 Silver;Loja Contoso Austin ;12;86
669586;2017-09-09;Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey;Loja Contoso Austin ;12;86
670009;2017-09-09;A. Datum Super-zoom Digital Camera X300 Grey;Loja Contoso Austin ;12;86
670048;2017-09-09;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Loja Contoso Austin ;12;86
673248;2017-09-11;Contoso 4 Handset Cordless Phone System M86 Grey;Loja Contoso Austin ;12;86
674379;2017-09-11;Contoso Home Theater System 2.1 Channel M1210 Black;Loja Contoso Austin ;12;86
674380;2017-09-11;Contoso Home Theater System 4.1 Channel M1410 Silver;Loja Contoso Austin ;12;86
674389;2017-09-11;WWI Projector 480p DLP12 Silver;Loja Contoso Austin ;12;86
674439;2017-09-11;Contoso 8GB Clock & Radio MP3 Player X850 Blue;Loja Contoso Austin ;12;86
674541;2017-09-11;Contoso Home/Office Laptop Power Adapter E300 White;Loja Contoso Austin ;6;86
674763;2017-09-11;Contoso Home Theater System 2.1 Channel M1210 Silver;Loja Contoso Austin ;12;86
674855;2017-09-11;SV 8xDVD E100 Black;Loja Contoso Austin ;6;86
675110;2017-09-12;"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue";Loja Contoso Austin ;12;86
675574;2017-09-12;WWI LCD24 X300 Black;Loja Contoso Austin ;12;86
675626;2017-09-12;Proseware Wireless Photo All-in-One Printer M390 Black;Loja Contoso Austin ;12;86
675639;2017-09-12;Contoso DVD 9-Inch Player Portable M300 Black;Loja Contoso Austin ;12;86
